,leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak
2630,,5440000.0,,5440000.0,5440000.0,,,,5440000.0,,,,,,,,5440000.0,5440000.0,5440000.0,,,5440000.0,,5440000.0,5440000.0,,5440000.0,5440000.0,,,,,,,,,,,5440000.0
2631,,,,1100000.0,1100000.0,,,,1100000.0,1100000.0,1100000.0,,,1100000.0,,,1100000.0,,,,,,1100000.0,,,,,,,1100000.0,,1100000.0,1100000.0,,,,1100000.0,,1100000.0
2632,,,,,32000.0,,,32000.0,32000.0,32000.0,,,32000.0,,,,,,,,,,,,,,,,,,,,,,,,,,32000.0
2633,,,,,,4000000.0,4000000.0,4000000.0,,,,,,,,4000000.0,,,,,,,,,,4000000.0,,,,,,4000000.0,,,,,,,4000000.0
2634,,,,,,,,,,,,,,24880000.0,,,,,,,,,,,,,,,,,,,,,,,,,24880000.0
2635,,,,,,200000.0,200000.0,,,,,,200000.0,,,,200000.0,,,200000.0,200000.0,,200000.0,,,,200000.0,,,,,,,,,,,,200000.0
2636,972000.0,972000.0,,972000.0,972000.0,972000.0,972000.0,972000.0,972000.0,972000.0,972000.0,972000.0,972000.0,972000.0,,,972000.0,,,,,,,,,,,,,,,,,,,,,,972000.0
2637,,,,,,1500000.0,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,1500000.0
2638,,,300000.0,300000.0,,300000.0,,300000.0,,,300000.0,300000.0,,,,300000.0,300000.0,,,300000.0,300000.0,300000.0,,,,,300000.0,,,300000.0,,300000.0,,300000.0,,,300000.0,,300000.0
2639,,10000000.0,,,,,10000000.0,,,,,,,,,,,,,,,,,,10000000.0,10000000.0,,,,,,,10000000.0,,,,10000000.0,,10000000.0
2640,,,,,,,,,,,6066666.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,6066666.66
2641,242666.66,,242666.66,,242666.66,242666.66,,242666.66,,242666.66,242666.66,,242666.66,242666.66,,,,242666.66,242666.66,242666.66,,,,242666.66,,,242666.66,242666.66,,242666.66,,,242666.66,242666.66,,,,,242666.66
2642,,1933333.34,,1933333.34,,1933333.34,1933333.34,1933333.34,,,,,,1933333.34,1933333.34,1933333.34,,,,1933333.34,1933333.34,1933333.34,1933333.34,1933333.34,1933333.34,1933333.34,,1933333.34,,1933333.34,,1933333.34,1933333.34,1933333.34,1933333.34,1933333.34,1933333.34,1933333.34,1933333.34
2643,20000000.0,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
2644,,,,130000.0,,130000.0,130000.0,,,,,,,130000.0,,,,,,,,,,,,,,,130000.0,,,,130000.0,,,,,,130000.0
2645,10000000.0,10000000.0,,,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,10000000.0,,,10000000.0,10000000.0,10000000.0,,10000000.0,10000000.0,10000000.0,10000000.0,,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,,,,10000000.0,10000000.0,,,,,10000000.0
2646,,,,,800000.0,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,,,,,800000.0
2647,,,14122500.0,14122500.0,,,14122500.0,,,,,,,,14122500.0,,,,,,,,,,,,,,,14122500.0,,,14122500.0,14122500.0,,,,,14122500.0
2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,,,,,,,,,,,,,,,60000.0,,,,,,60000.0,,,,,,,,,60000.0,60000.0,,,,,,,,60000.0
2650,,,,3600000.0,,,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0
2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,,,12500000.0,,,,,,12500000.0,12500000.0,,,,12500000.0,12500000.0,,,,12500000.0,12500000.0,,,,,,,,,12500000.0,,,,,,,,,,12500000.0
2653,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0
2654,,,28000000.0,,,,,,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0
2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,,,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,,2000000.0,,,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,,2000000.0,2000000.0,,2000000.0,,2000000.0,,,,,,,2000000.0,2000000.0
2659,10000000.0,,10000000.0,10000000.0,,,,,,,10000000.0,10000000.0,10000000.0,,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,10000000.0,,10000000.0,10000000.0,,10000000.0,10000000.0
2660,11600000.0,,11600000.0,11600000.0,,,,11600000.0,,,11600000.0,,,,11600000.0,11600000.0,11600000.0,,,11600000.0,11600000.0,,,11600000.0,,,,,,,,11600000.0,,,,,,,11600000.0
2661,,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,1056500.0,,,,,,,,,,,,,,,,,,1056500.0
2662,,,21500000.0,,,,21500000.0,21500000.0,,,,,,,21500000.0,,,,21500000.0,,21500000.0,,21500000.0,,,,21500000.0,,21500000.0,,21500000.0,21500000.0,21500000.0,,,21500000.0,,,21500000.0
2663,17000000.0,,,,17000000.0,17000000.0,,,17000000.0,,17000000.0,,,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,,,,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0
2664,,20500000.0,20500000.0,20500000.0,,20500000.0,,20500000.0,,,,20500000.0,20500000.0,,20500000.0,20500000.0,,,20500000.0,,20500000.0,,,,,,20500000.0,,20500000.0,,20500000.0,,20500000.0,,20500000.0,20500000.0,,,20500000.0
2665,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0
2666,,,,,,66000.0,66000.0,,66000.0,,,,66000.0,,,66000.0,,,66000.0,66000.0,,,,,66000.0,,,66000.0,,,,,,,,,,,66000.0
2667,,,,,,,,,13400000.0,,,,,,,,,,,13400000.0,,,,,,,,,,,,,,,,,,,13400000.0
2668,4000000.0,4000000.0,4000000.0,4000000.0,,4000000.0,4000000.0,,,4000000.0,,4000000.0,4000000.0,,,,4000000.0,,4000000.0,,4000000.0,,,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,4000000.0,,,4000000.0,,,4000000.0,4000000.0,4000000.0
2669,,4000000.0,4000000.0,,,4000000.0,,,4000000.0,4000000.0,,,,,,,,4000000.0,,,4000000.0,,,,,4000000.0,,4000000.0,4000000.0,,,,,,,4000000.0,,,4000000.0
2670,,466000.0,466000.0,,466000.0,466000.0,,466000.0,,,466000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,466000.0
2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,,,,,,,,,,738000.0,,,,,,,,,,,,,,,,,,,738000.0,,,,,,,,,,738000.0
2673,3850000.0,3850000.0,,,,3850000.0,3850000.0,3850000.0,,3850000.0,3850000.0,3850000.0,,3850000.0,3850000.0,,,,,,,,,,3850000.0,,3850000.0,,,3850000.0,3850000.0,3850000.0,,3850000.0,,3850000.0,3850000.0,3850000.0,3850000.0
2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0
2676,,,407500.0,,,,407500.0,,,407500.0,407500.0,407500.0,,,,407500.0,,,,,,,,,,,,407500.0,,407500.0,,,,,,,407500.0,407500.0,407500.0
2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,,123000.0,,123000.0,,,,,123000.0,123000.0,,,123000.0,,,123000.0,,123000.0,123000.0,123000.0,,123000.0,123000.0,123000.0,,,123000.0,123000.0,123000.0,123000.0,,123000.0,123000.0,,123000.0,,,,123000.0
2679,10000000.0,,,,,,,10000000.0,,10000000.0,10000000.0,10000000.0,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
2680,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,,,1490000.0,,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0,1490000.0
2681,,640000.0,,640000.0,,640000.0,640000.0,,,,,640000.0,,,,640000.0,,640000.0,640000.0,,640000.0,640000.0,640000.0,,,,640000.0,640000.0,,,,,,640000.0,,,640000.0,,640000.0
2682,,,2000000.0,,,,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
2683,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,1140666.66,,1140666.66
2684,500000.0,500000.0,,,,,,,,,,,,,,,500000.0,500000.0,,,,,500000.0,,500000.0,,,,,,,,,,,,,,500000.0
2685,,,,,,,,,,,,,,20000000.0,20000000.0,20000000.0,,,,,,,20000000.0,20000000.0,20000000.0,,,,20000000.0,,,,,,,,,,20000000.0
2686,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
2687,4828571.42,4828571.42,4828571.42,,4828571.42,,4828571.42,4828571.42,4828571.42,,,,4828571.42,,,4828571.42,4828571.42,,4828571.42,,4828571.42,,4828571.42,4828571.42,,,,4828571.42,,4828571.42,4828571.42,,,4828571.42,4828571.42,4828571.42,4828571.42,,4828571.42
2688,,,,,,,,,,,,,,,,,,,,,,,,1390000.0,,,1390000.0,,,,,,,,,,,,1390000.0
2689,,,2305111.12,2305111.12,,,2305111.12,2305111.12,,2305111.12,,,,,,,,2305111.12,,,,,2305111.12,,,2305111.12,,,,2305111.12,,,2305111.12,,2305111.12,,2305111.12,,2305111.12
2690,,,,,3900000.0,,,3900000.0,,,,,,3900000.0,3900000.0,,3900000.0,,3900000.0,,,,,,,,,,,,,,,,3900000.0,,3900000.0,,3900000.0
2691,,,,,,,,,,,,2350000.0,,,,,,,,,2350000.0,,2350000.0,,,,2350000.0,2350000.0,,,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,,2350000.0
2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,816500.0,,,816500.0,816500.0,,816500.0,816500.0,816500.0,816500.0,816500.0,816500.0,816500.0,816500.0,816500.0,816500.0,816500.0,,816500.0,816500.0,,,,,,,,816500.0,816500.0,816500.0,816500.0,,,816500.0,816500.0,816500.0,816500.0,816500.0,816500.0
2694,,,,,,,,,,,,,,3000000.0,3000000.0,,3000000.0,,,,,,,,,,,,,,,,,,,,,,3000000.0
2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,,,,904000.0,904000.0,,,,,904000.0,,,904000.0,,,,,,,,,904000.0,,904000.0,,,,904000.0,904000.0,,,904000.0,,,904000.0,,904000.0,,904000.0
2697,,,,,,,80000.0,,,,,,,,,,,,,80000.0,,,,80000.0,,,,,,,,,,,,,,,80000.0
2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,,,766000.0,,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0,766000.0
2700,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,,450000.0,450000.0,450000.0,450000.0,,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,,,450000.0
2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,570000.0,570000.0,570000.0,570000.0,570000.0,,,570000.0,570000.0,570000.0,,570000.0,,570000.0,570000.0,,570000.0,570000.0,,570000.0,570000.0,570000.0,570000.0,570000.0,,570000.0,570000.0,570000.0,570000.0,570000.0,570000.0,570000.0,570000.0,,,570000.0,570000.0,570000.0,570000.0
2703,,,,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000.0
2704,400000.0,,,,,400000.0,,400000.0,400000.0,,,,,400000.0,400000.0,,400000.0,,,,400000.0,,400000.0,,,,,400000.0,,,400000.0,,400000.0,,400000.0,,,,400000.0
2705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,,,,,,30666666.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30666666.66
2707,3120000.0,3120000.0,3120000.0,,,,,3120000.0,,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,3120000.0,,3120000.0,,3120000.0,,,,,,3120000.0
2708,40000.0,,40000.0,,,,,40000.0,40000.0,,,40000.0,,,40000.0,,40000.0,40000.0,40000.0,,40000.0,40000.0,40000.0,,,40000.0,40000.0,40000.0,40000.0,,40000.0,40000.0,,40000.0,,,,40000.0,40000.0
2709,1400000.0,1400000.0,,1400000.0,,1400000.0,1400000.0,,1400000.0,,,1400000.0,1400000.0,1400000.0,,,1400000.0,1400000.0,,1400000.0,1400000.0,1400000.0,1400000.0,,1400000.0,1400000.0,,,1400000.0,1400000.0,1400000.0,,,1400000.0,,1400000.0,1400000.0,,1400000.0
2710,88000.0,88000.0,88000.0,88000.0,,,88000.0,88000.0,88000.0,,88000.0,88000.0,,,88000.0,88000.0,,,,,,,,,,,,,,,,,,,88000.0,88000.0,,88000.0,88000.0
2711,,,,,,,,,,3000000.0,,,,,,,3000000.0,3000000.0,,,3000000.0,,,,,,,,,,,,,3000000.0,3000000.0,,,,3000000.0
2712,1000000.0,,,,,1000000.0,,,,1000000.0,,,,1000000.0,,1000000.0,,,1000000.0,,,,,1000000.0,,,,,,,,,,,,,,,1000000.0
2713,,,,,,,,,,,,,,,,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,1000000.0
2714,,,,40000.0,,40000.0,,,,,40000.0,,40000.0,,40000.0,40000.0,,,40000.0,,,,,,40000.0,40000.0,,,40000.0,40000.0,,,,,,40000.0,,40000.0,40000.0
2715,,,153333.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153333.34
2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,,,,,,,800000.0,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,,,800000.0
2718,,,,,,,16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0
2719,,,,,,3837000.0,,,,,,,,,,,,,3837000.0,,,,,,,,,,,,,,,,,,,,3837000.0
2720,26000000.0,26000000.0,26000000.0,,26000000.0,26000000.0,26000000.0,,,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,,,,,26000000.0,,,,26000000.0
2721,,,,,,,,,,,5500000.0,,,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,5500000.0
2722,,,,,,11000000.0,,,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0
2723,70000.0,,,70000.0,70000.0,70000.0,70000.0,,,,70000.0,,,,70000.0,,70000.0,,,70000.0,70000.0,70000.0,,,,,,,70000.0,,,70000.0,,,,70000.0,70000.0,,70000.0
2724,,,,,,,,,,,,,4000000.0,,,,,,,4000000.0,,,,,,,,4000000.0,,,,,,,,,,,4000000.0
2725,,,,,,,,,,,,,,,,,,,,,,4026000.0,,,,,,,,,4026000.0,,4026000.0,4026000.0,,,,,4026000.0
2726,,,,,,,53000.0,,53000.0,,,53000.0,,53000.0,,,53000.0,,,,,,,,,,,,,,,,,,,,,,53000.0
2727,38000.0,,38000.0,38000.0,38000.0,,38000.0,38000.0,,,,,,,,,,38000.0,,38000.0,,,38000.0,38000.0,38000.0,,38000.0,,38000.0,38000.0,38000.0,38000.0,,,38000.0,,,38000.0,38000.0
2728,,,,,,4100000.0,4100000.0,4100000.0,,,,,,4100000.0,,,,,,,,,4100000.0,,,,,,,,4100000.0,,,4100000.0,4100000.0,,,,4100000.0
2729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,,,,,,,,,,,,,,,,,,,,,400000.0,,400000.0,,,400000.0,400000.0,,,,,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,,400000.0
2731,5200000.0,,,5200000.0,5200000.0,,5200000.0,,,,,5200000.0,,5200000.0,5200000.0,,,,,,,,,,5200000.0,,,,,5200000.0,,,,,,,,,5200000.0
2732,,,,,,,,,,,3900000.0,,3900000.0,3900000.0,3900000.0,3900000.0,,,,,3900000.0,3900000.0,,,,,,,,3900000.0,,,,,,3900000.0,3900000.0,,3900000.0
2733,3100000.0,,,3100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000.0
2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,,,400000.0,,,,400000.0,400000.0,400000.0,,400000.0,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0
2736,5216000.0,,,5216000.0,,,5216000.0,,,,,,,,,,5216000.0,,5216000.0,,,,,5216000.0,,,5216000.0,,5216000.0,,,,,,,,,,5216000.0
2737,,,,,800000.0,800000.0,,800000.0,800000.0,800000.0,,,,,800000.0,800000.0,800000.0,,,,,,,,800000.0,800000.0,,,800000.0,,,,800000.0,,800000.0,800000.0,800000.0,,800000.0
2738,,,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0
2739,,,,,,,,,,,,,,,,,,,,,,26000000.0,,,,,,,,,,,,,,,,,26000000.0
2740,,,,,,,,,,,,3000000.0,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,3000000.0
2741,,,6000000.0,6000000.0,,,6000000.0,6000000.0,,,,,,,,,,,,,6000000.0,,,,,,6000000.0,6000000.0,6000000.0,,,6000000.0,6000000.0,6000000.0,,,,6000000.0,6000000.0
2742,20000000.0,20000000.0,20000000.0,20000000.0,,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
2743,,10000000.0,,10000000.0,10000000.0,10000000.0,10000000.0,,,10000000.0,,,10000000.0,10000000.0,10000000.0,10000000.0,,10000000.0,,10000000.0,,10000000.0,10000000.0,10000000.0,,,,,,10000000.0,10000000.0,10000000.0,,,,10000000.0,,,10000000.0
2744,,,,,,,,,,,,150000.0,,,,150000.0,,,,,,,,,,,,150000.0,150000.0,,,,,,,,,,150000.0
2745,,,,,35000000.0,35000000.0,,35000000.0,,,,,,,,,,,,,35000000.0,,,35000000.0,,,,35000000.0,35000000.0,,,,,,,,,,35000000.0
2746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,7493333.34,,7493333.34,7493333.34,,7493333.34,,,7493333.34,7493333.34,7493333.34,,7493333.34,7493333.34,,,,7493333.34,7493333.34,,7493333.34,,,,,7493333.34,,7493333.34,,,,,,,,7493333.34,7493333.34,7493333.34,7493333.34
2748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,,,,,30000.0,30000.0,,,,,,30000.0,,,,30000.0,30000.0,30000.0,,,30000.0,,,,,,,,,30000.0,,,,,,,,,30000.0
2750,30000000.0,30000000.0,30000000.0,30000000.0,,30000000.0,30000000.0,30000000.0,,,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,,,,30000000.0,,,30000000.0
2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,,,,400000.0,,,,,400000.0,,400000.0,,,400000.0,,,400000.0,,,,,,,,,,,,,,,,400000.0,,,,,,400000.0
2753,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,12100000.0,,12100000.0,,12100000.0,,,,,,,,,,,,,,,12100000.0
2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3566666.66,,,,,,,,,3566666.66
2755,,10500000.0,,,,,,,,,,,,,,10500000.0,,10500000.0,,,,,,,,10500000.0,,,,10500000.0,,,,,,,,,10500000.0
2756,,4066666.66,4066666.66,4066666.66,4066666.66,4066666.66,4066666.66,4066666.66,4066666.66,4066666.66,4066666.66,,4066666.66,,4066666.66,,,,,,,,,,,,,,,,,,,,,,,,4066666.66
2757,,2500000.0,2500000.0,,2500000.0,2500000.0,2500000.0,,2500000.0,,,2500000.0,2500000.0,,,,,,,2500000.0,,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,,,2500000.0,,,,,,,,,2500000.0
2758,,,,,4000000.0,,4000000.0,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0
2759,6000000.0,,,6000000.0,6000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,6000000.0,,,6000000.0,6000000.0,6000000.0,,,6000000.0,,6000000.0,6000000.0,,,,6000000.0,6000000.0,,,,,6000000.0,6000000.0,6000000.0,,,6000000.0
2760,,,,,,4600000.0,,,,,,,,,,,4600000.0,,,,,,,,,,,,,,,,,,,,,,4600000.0
2761,,,,,,400000.0,,400000.0,,,400000.0,,,,400000.0,,,400000.0,400000.0,,,400000.0,,,,,,400000.0,,,,,,,400000.0,,,,400000.0
2762,,,,,,,,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0
2763,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,2056500.0,,2056500.0,,2056500.0,2056500.0,2056500.0,,,2056500.0
2764,,,,,,374000.0,,,,,,,374000.0,,,,,,,,,,,,,,,,,,,,,,,,,,374000.0
2765,,,,,,5000000.0,,,,,,,,5000000.0,5000000.0,5000000.0,,,5000000.0,,,,5000000.0,,,,,,,,,,,,,,,,5000000.0
2766,4825000.0,4825000.0,4825000.0,4825000.0,,,4825000.0,,,4825000.0,,4825000.0,,4825000.0,,4825000.0,,4825000.0,4825000.0,,4825000.0,4825000.0,,4825000.0,4825000.0,4825000.0,,4825000.0,,,4825000.0,4825000.0,,4825000.0,4825000.0,4825000.0,,4825000.0,4825000.0
2767,,8000000.0,8000000.0,8000000.0,,,8000000.0,8000000.0,,8000000.0,8000000.0,,,,,,8000000.0,8000000.0,,,8000000.0,8000000.0,8000000.0,,8000000.0,8000000.0,8000000.0,8000000.0,,,,,,,8000000.0,,,,8000000.0
2768,,,,1000000.0,,,,,,,1000000.0,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,1000000.0
2769,19200000.0,19200000.0,19200000.0,,19200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19200000.0
2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,,,4000000.0,,,,,,,,,,4000000.0,,,,,,,,,,,,,4000000.0,,,,4000000.0,4000000.0,,,4000000.0,,,,,4000000.0
2772,,90000.0,,,,,,,,90000.0,,90000.0,,,,90000.0,,90000.0,,,90000.0,90000.0,90000.0,,,90000.0,90000.0,,90000.0,90000.0,90000.0,,,,,90000.0,,,90000.0
2773,,,36000000.0,,,,,,,,,36000000.0,36000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,36000000.0
2774,,,,220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000.0
2775,,,,,,,,,,,,,,,8000000.0,,,,8000000.0,,,,,,,,,,,,,,,,,,,,8000000.0
2776,3260000.0,,,,,3260000.0,,,,,,,,,,,,3260000.0,,,,,,,,,,,,,,3260000.0,,3260000.0,,,,,3260000.0
2777,,,,,,,,,,,4000000.0,,4000000.0,4000000.0,,,,,,,4000000.0,,,,,,,4000000.0,4000000.0,4000000.0,,,,,,,,,4000000.0
2778,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,,,,5000000.0
2779,30000000.0,30000000.0,30000000.0,,,30000000.0,30000000.0,30000000.0,30000000.0,,,,30000000.0,30000000.0,30000000.0,30000000.0,,,30000000.0,30000000.0,30000000.0,,,,,,,,,,,,,,,,,,30000000.0
2780,,5000000.0,5000000.0,,,,,5000000.0,5000000.0,,,,,5000000.0,,,,,,5000000.0,,,5000000.0,,5000000.0,5000000.0,,,,,,,,,,,,,5000000.0
2781,,156000.0,156000.0,156000.0,,,,156000.0,,,,,,,,,,,,156000.0,,156000.0,,,,,,,156000.0,156000.0,,,,,,156000.0,156000.0,,156000.0
2782,,,,,,,,,,,,,1528000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1528000.0
2783,,,,,,,,,,,,,,,,,,,,,,,,428000.0,,,,,,,,,,,,,,,428000.0
2784,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,,1000000.0,,,,,1000000.0,,,1000000.0,,,,,1000000.0,,1000000.0,1000000.0,1000000.0,,,,,1000000.0
2785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,,,,,,,,,,,3798666.66,,3798666.66,,,,,,,3798666.66,3798666.66,,,,,,3798666.66,3798666.66,,,,,,3798666.66,,,,3798666.66,3798666.66
